Family-ID,UID,Role,RUCC,NIH,age,gender,ethnicity,VR,education,income,Scenario,Video-Type,Question,Score
21,4,Child,1,1,11,Female,White or Caucasian,No,,,Fam,D,2,3
21,4,Child,1,1,11,Female,White or Caucasian,No,,,Fam,D,3,3
9,5,Child,1,1,12,Female,White or Caucasian,Yes,,,Fam,D,1,3
9,5,Child,1,1,12,Female,White or Caucasian,Yes,,,Fam,D,2,5
9,5,Child,1,1,12,Female,White or Caucasian,Yes,,,Fam,D,3,1
13,14,Child,1,2,8,Female,White or Caucasian,No,,,Fam,D,1,3
13,14,Child,1,2,8,Female,White or Caucasian,No,,,Fam,D,2,3
13,14,Child,1,2,8,Female,White or Caucasian,No,,,Fam,D,3,1
23,17,Child,1,1,10,Female,White or Caucasian,Yes,,,Fam,D,1,5
23,17,Child,1,1,10,Female,White or Caucasian,Yes,,,Fam,D,2,3
23,17,Child,1,1,10,Female,White or Caucasian,Yes,,,Fam,D,3,3
24,23,Child,1,1,11,Female,Hispanic or Latinx,No,,,Fam,D,1,3
24,23,Child,1,1,11,Female,Hispanic or Latinx,No,,,Fam,D,2,5
24,23,Child,1,1,11,Female,Hispanic or Latinx,No,,,Fam,D,3,1
45,25,Child,1,2,10,Male,White or Caucasian,No,,,Fam,D,1,3
45,25,Child,1,2,10,Male,White or Caucasian,No,,,Fam,D,2,5
45,25,Child,1,2,10,Male,White or Caucasian,No,,,Fam,D,3,3
45,26,Child,1,2,12,Male,White or Caucasian,Yes,,,Fam,D,1,5
45,26,Child,1,2,12,Male,White or Caucasian,Yes,,,Fam,D,2,1
45,26,Child,1,2,12,Male,White or Caucasian,Yes,,,Fam,D,3,3
25,28,Child,4,5,13,Female,White or Caucasian,Yes,,,Fam,D,1,1
25,28,Child,4,5,13,Female,White or Caucasian,Yes,,,Fam,D,2,1
25,28,Child,4,5,13,Female,White or Caucasian,Yes,,,Fam,D,3,3
46,30,Child,1,1,12,Male,White or Caucasian,Yes,,,Fam,D,1,3
46,30,Child,1,1,12,Male,White or Caucasian,Yes,,,Fam,D,2,3
46,30,Child,1,1,12,Male,White or Caucasian,Yes,,,Fam,D,3,3
26,32,Child,1,1,11,Female,White or Caucasian,No,,,Fam,D,1,3
26,32,Child,1,1,11,Female,White or Caucasian,No,,,Fam,D,2,1
26,32,Child,1,1,11,Female,White or Caucasian,No,,,Fam,D,3,3
26,33,Child,1,1,13,Female,White or Caucasian,No,,,Fam,D,1,1
26,33,Child,1,1,13,Female,White or Caucasian,No,,,Fam,D,2,3
26,33,Child,1,1,13,Female,White or Caucasian,No,,,Fam,D,3,3
47,35,Child,1,1,8,Male,White or Caucasian,Yes,,,Fam,D,1,3
47,35,Child,1,1,8,Male,White or Caucasian,Yes,,,Fam,D,2,5
47,35,Child,1,1,8,Male,White or Caucasian,Yes,,,Fam,D,3,5
27,37,Child,1,2,10,Male,White or Caucasian,No,,,Fam,D,1,1
27,37,Child,1,2,10,Male,White or Caucasian,No,,,Fam,D,2,5
27,37,Child,1,2,10,Male,White or Caucasian,No,,,Fam,D,3,3
48,39,Child,3,4,12,Male,White or Caucasian,Yes,,,Fam,D,1,3
48,39,Child,3,4,12,Male,White or Caucasian,Yes,,,Fam,D,2,3
48,39,Child,3,4,12,Male,White or Caucasian,Yes,,,Fam,D,3,3
28,41,Child,1,1,7,Female,White or Caucasian,Yes,,,Fam,D,1,1
28,41,Child,1,1,7,Female,White or Caucasian,Yes,,,Fam,D,2,1
28,41,Child,1,1,7,Female,White or Caucasian,Yes,,,Fam,D,3,3
20,43,Child,1,1,9,Male,Black or African American,No,,,Fam,D,1,3
20,43,Child,1,1,9,Male,Black or African American,No,,,Fam,D,2,3
20,43,Child,1,1,9,Male,Black or African American,No,,,Fam,D,3,3
29,45,Child,1,1,12,Male,Black or African American,No,,,Fam,D,1,3
29,45,Child,1,1,12,Male,Black or African American,No,,,Fam,D,2,3
29,45,Child,1,1,12,Male,Black or African American,No,,,Fam,D,3,3
49,47,Child,1,2,11,Female,White or Caucasian,Yes,,,Fam,D,1,3
49,47,Child,1,2,11,Female,White or Caucasian,Yes,,,Fam,D,2,5
49,47,Child,1,2,11,Female,White or Caucasian,Yes,,,Fam,D,3,3
30,49,Child,1,2,11,Female,White or Caucasian,No,,,Fam,D,1,5
30,49,Child,1,2,11,Female,White or Caucasian,No,,,Fam,D,2,3
30,49,Child,1,2,11,Female,White or Caucasian,No,,,Fam,D,3,1
30,50,Child,1,2,13,Female,White or Caucasian,No,,,Fam,D,1,3
30,50,Child,1,2,13,Female,White or Caucasian,No,,,Fam,D,2,5
30,50,Child,1,2,13,Female,White or Caucasian,No,,,Fam,D,3,1
35,53,Child,1,2,9,Male,White or Caucasian,No,,,Fam,D,1,5
35,53,Child,1,2,9,Male,White or Caucasian,No,,,Fam,D,2,5
35,53,Child,1,2,9,Male,White or Caucasian,No,,,Fam,D,3,3
1,54,Child,1,1,8,Female,White or Caucasian,Yes,,,Fam,D,1,5
1,54,Child,1,1,8,Female,White or Caucasian,Yes,,,Fam,D,2,3
1,54,Child,1,1,8,Female,White or Caucasian,Yes,,,Fam,D,3,3
12,55,Child,1,1,9,Male,White or Caucasian,Yes,,,Fam,D,1,5
12,55,Child,1,1,9,Male,White or Caucasian,Yes,,,Fam,D,2,3
12,55,Child,1,1,9,Male,White or Caucasian,Yes,,,Fam,D,3,3
50,58,Child,1,2,12,Male,White or Caucasian,Yes,,,Fam,D,1,5
50,58,Child,1,2,12,Male,White or Caucasian,Yes,,,Fam,D,2,3
50,58,Child,1,2,12,Male,White or Caucasian,Yes,,,Fam,D,3,3
30,61,Child,1,2,13,Female,White or Caucasian,No,,,Fam,D,1,3
30,61,Child,1,2,13,Female,White or Caucasian,No,,,Fam,D,2,5
30,61,Child,1,2,13,Female,White or Caucasian,No,,,Fam,D,3,3
51,62,Child,1,2,13,Male,Other,Yes,,,Fam,D,1,5
51,62,Child,1,2,13,Male,Other,Yes,,,Fam,D,2,3
51,62,Child,1,2,13,Male,Other,Yes,,,Fam,D,3,3
52,66,Child,1,2,8,Female,White or Caucasian,No,,,Fam,D,1,1
52,66,Child,1,2,8,Female,White or Caucasian,No,,,Fam,D,2,3
52,66,Child,1,2,8,Female,White or Caucasian,No,,,Fam,D,3,1
32,68,Child,1,2,10,Female,Hispanic or Latinx,No,,,Fam,D,1,5
32,68,Child,1,2,10,Female,Hispanic or Latinx,No,,,Fam,D,2,1
32,68,Child,1,2,10,Female,Hispanic or Latinx,No,,,Fam,D,3,3
33,70,Child,4,5,13,Male,White or Caucasian,No,,,Fam,D,1,3
33,70,Child,4,5,13,Male,White or Caucasian,No,,,Fam,D,2,5
33,70,Child,4,5,13,Male,White or Caucasian,No,,,Fam,D,3,3
34,72,Child,2,3,11,Male,White or Caucasian,No,,,Fam,D,1,5
34,72,Child,2,3,11,Male,White or Caucasian,No,,,Fam,D,2,3
34,72,Child,2,3,11,Male,White or Caucasian,No,,,Fam,D,3,5
2,77,Child,1,2,7,Male,White or Caucasian,No,,,Fam,D,1,5
2,77,Child,1,2,7,Male,White or Caucasian,No,,,Fam,D,2,3
2,77,Child,1,2,7,Male,White or Caucasian,No,,,Fam,D,3,5
37,81,Child,1,1,12,Male,White or Caucasian,Yes,,,Fam,D,1,3
37,81,Child,1,1,12,Male,White or Caucasian,Yes,,,Fam,D,2,3
37,81,Child,1,1,12,Male,White or Caucasian,Yes,,,Fam,D,3,3
14,82,Child,1,2,8,Female,White or Caucasian,No,,,Fam,D,1,5
14,82,Child,1,2,8,Female,White or Caucasian,No,,,Fam,D,2,1
14,82,Child,1,2,8,Female,White or Caucasian,No,,,Fam,D,3,3
3,84,Child,6,6,10,Male,White or Caucasian,Yes,,,Fam,D,1,3
3,84,Child,6,6,10,Male,White or Caucasian,Yes,,,Fam,D,2,3
3,84,Child,6,6,10,Male,White or Caucasian,Yes,,,Fam,D,3,3
7,87,Child,1,2,9,Female,White or Caucasian,No,,,Fam,D,1,3
7,87,Child,1,2,9,Female,White or Caucasian,No,,,Fam,D,2,5
7,87,Child,1,2,9,Female,White or Caucasian,No,,,Fam,D,3,1
15,89,Child,1,1,11,Male,White or Caucasian,Yes,,,Fam,D,1,1
15,89,Child,1,1,11,Male,White or Caucasian,Yes,,,Fam,D,2,1
15,89,Child,1,1,11,Male,White or Caucasian,Yes,,,Fam,D,3,3
4,90,Child,1,2,11,Male,White or Caucasian,No,,,Fam,D,1,3
4,90,Child,1,2,11,Male,White or Caucasian,No,,,Fam,D,2,1
4,90,Child,1,2,11,Male,White or Caucasian,No,,,Fam,D,3,3
38,93,Child,1,1,9,Male,Other,No,,,Fam,D,1,3
38,93,Child,1,1,9,Male,Other,No,,,Fam,D,2,1
38,93,Child,1,1,9,Male,Other,No,,,Fam,D,3,5
16,95,Child,6,6,7,Male,White or Caucasian,No,,,Fam,D,1,5
16,95,Child,6,6,7,Male,White or Caucasian,No,,,Fam,D,2,1
16,95,Child,6,6,7,Male,White or Caucasian,No,,,Fam,D,3,3
16,96,Child,6,6,11,Male,White or Caucasian,Yes,,,Fam,D,1,1
16,96,Child,6,6,11,Male,White or Caucasian,Yes,,,Fam,D,2,5
16,96,Child,6,6,11,Male,White or Caucasian,Yes,,,Fam,D,3,1
17,100,Child,3,4,12,Male,White or Caucasian,No,,,Fam,D,1,5
17,100,Child,3,4,12,Male,White or Caucasian,No,,,Fam,D,2,3
17,100,Child,3,4,12,Male,White or Caucasian,No,,,Fam,D,3,3
5,101,Child,8,6,9,Male,White or Caucasian,Yes,,,Fam,D,1,3
5,101,Child,8,6,9,Male,White or Caucasian,Yes,,,Fam,D,2,5
5,101,Child,8,6,9,Male,White or Caucasian,Yes,,,Fam,D,3,5
40,104,Child,1,1,13,Male,White or Caucasian,Yes,,,Fam,D,1,3
40,104,Child,1,1,13,Male,White or Caucasian,Yes,,,Fam,D,2,3
40,104,Child,1,1,13,Male,White or Caucasian,Yes,,,Fam,D,3,3
18,108,Child,1,2,12,Male,Black or African American,Yes,,,Fam,D,1,3
18,108,Child,1,2,12,Male,Black or African American,Yes,,,Fam,D,2,3
18,108,Child,1,2,12,Male,Black or African American,Yes,,,Fam,D,3,3
18,109,Child,1,2,13,Male,Black or African American,Yes,,,Fam,D,1,1
18,109,Child,1,2,13,Male,Black or African American,Yes,,,Fam,D,2,5
18,109,Child,1,2,13,Male,Black or African American,Yes,,,Fam,D,3,3
19,114,Child,1,1,12,Female,White or Caucasian,Yes,,,Fam,D,1,1
19,114,Child,1,1,12,Female,White or Caucasian,Yes,,,Fam,D,2,5
19,114,Child,1,1,12,Female,White or Caucasian,Yes,,,Fam,D,3,3
7,116,Child,1,2,12,Male,White or Caucasian,Yes,,,Fam,D,1,3
7,116,Child,1,2,12,Male,White or Caucasian,Yes,,,Fam,D,2,1
7,116,Child,1,2,12,Male,White or Caucasian,Yes,,,Fam,D,3,5
41,118,Child,1,1,7,Male,White or Caucasian,Yes,,,Fam,D,1,5
41,118,Child,1,1,7,Male,White or Caucasian,Yes,,,Fam,D,2,3
41,118,Child,1,1,7,Male,White or Caucasian,Yes,,,Fam,D,3,1
8,120,Child,1,1,10,Male,Asian,Yes,,,Fam,D,1,3
8,120,Child,1,1,10,Male,Asian,Yes,,,Fam,D,2,3
8,120,Child,1,1,10,Male,Asian,Yes,,,Fam,D,3,1
20,122,Child,1,1,11,Female,Black or African American,No,,,Fam,D,1,3
20,122,Child,1,1,11,Female,Black or African American,No,,,Fam,D,2,3
20,122,Child,1,1,11,Female,Black or African American,No,,,Fam,D,3,3
42,1,Child,1,1,7,Male,White or Caucasian,No,,,Fam,U,1,3
42,1,Child,1,1,7,Male,White or Caucasian,No,,,Fam,U,2,5
42,1,Child,1,1,7,Male,White or Caucasian,No,,,Fam,U,3,1
21,3,Child,1,1,8,Male,White or Caucasian,No,,,Fam,U,1,3
21,3,Child,1,1,8,Male,White or Caucasian,No,,,Fam,U,2,1
21,3,Child,1,1,8,Male,White or Caucasian,No,,,Fam,U,3,3
21,4,Child,1,1,11,Female,White or Caucasian,No,,,Fam,U,1,3
21,4,Child,1,1,11,Female,White or Caucasian,No,,,Fam,U,2,1
21,4,Child,1,1,11,Female,White or Caucasian,No,,,Fam,U,3,3
9,5,Child,1,1,12,Female,White or Caucasian,Yes,,,Fam,U,1,3
9,5,Child,1,1,12,Female,White or Caucasian,Yes,,,Fam,U,2,3
9,5,Child,1,1,12,Female,White or Caucasian,Yes,,,Fam,U,3,1
13,14,Child,1,2,8,Female,White or Caucasian,No,,,Fam,U,1,3
13,14,Child,1,2,8,Female,White or Caucasian,No,,,Fam,U,2,3
13,14,Child,1,2,8,Female,White or Caucasian,No,,,Fam,U,3,3
23,17,Child,1,1,10,Female,White or Caucasian,Yes,,,Fam,U,1,5
23,17,Child,1,1,10,Female,White or Caucasian,Yes,,,Fam,U,2,1
23,17,Child,1,1,10,Female,White or Caucasian,Yes,,,Fam,U,3,5
24,23,Child,1,1,11,Female,Hispanic or Latinx,No,,,Fam,U,1,3
24,23,Child,1,1,11,Female,Hispanic or Latinx,No,,,Fam,U,2,3
24,23,Child,1,1,11,Female,Hispanic or Latinx,No,,,Fam,U,3,3
45,25,Child,1,2,10,Male,White or Caucasian,No,,,Fam,U,1,5
45,25,Child,1,2,10,Male,White or Caucasian,No,,,Fam,U,2,3
45,25,Child,1,2,10,Male,White or Caucasian,No,,,Fam,U,3,5
45,26,Child,1,2,12,Male,White or Caucasian,Yes,,,Fam,U,1,5
45,26,Child,1,2,12,Male,White or Caucasian,Yes,,,Fam,U,2,3
45,26,Child,1,2,12,Male,White or Caucasian,Yes,,,Fam,U,3,5
25,28,Child,4,5,13,Female,White or Caucasian,Yes,,,Fam,U,1,1
25,28,Child,4,5,13,Female,White or Caucasian,Yes,,,Fam,U,2,1
25,28,Child,4,5,13,Female,White or Caucasian,Yes,,,Fam,U,3,3
46,30,Child,1,1,12,Male,White or Caucasian,Yes,,,Fam,U,1,5
46,30,Child,1,1,12,Male,White or Caucasian,Yes,,,Fam,U,2,1
46,30,Child,1,1,12,Male,White or Caucasian,Yes,,,Fam,U,3,5
26,32,Child,1,1,11,Female,White or Caucasian,No,,,Fam,U,1,3
26,32,Child,1,1,11,Female,White or Caucasian,No,,,Fam,U,2,5
26,32,Child,1,1,11,Female,White or Caucasian,No,,,Fam,U,3,3
26,33,Child,1,1,13,Female,White or Caucasian,No,,,Fam,U,1,5
26,33,Child,1,1,13,Female,White or Caucasian,No,,,Fam,U,2,3
26,33,Child,1,1,13,Female,White or Caucasian,No,,,Fam,U,3,5
47,35,Child,1,1,8,Male,White or Caucasian,Yes,,,Fam,U,1,1
47,35,Child,1,1,8,Male,White or Caucasian,Yes,,,Fam,U,2,3
47,35,Child,1,1,8,Male,White or Caucasian,Yes,,,Fam,U,3,3
27,37,Child,1,2,10,Male,White or Caucasian,No,,,Fam,U,1,3
27,37,Child,1,2,10,Male,White or Caucasian,No,,,Fam,U,2,1
27,37,Child,1,2,10,Male,White or Caucasian,No,,,Fam,U,3,3
48,39,Child,3,4,12,Male,White or Caucasian,Yes,,,Fam,U,1,5
48,39,Child,3,4,12,Male,White or Caucasian,Yes,,,Fam,U,2,3
48,39,Child,3,4,12,Male,White or Caucasian,Yes,,,Fam,U,3,5
28,41,Child,1,1,7,Female,White or Caucasian,Yes,,,Fam,U,1,1
28,41,Child,1,1,7,Female,White or Caucasian,Yes,,,Fam,U,2,1
28,41,Child,1,1,7,Female,White or Caucasian,Yes,,,Fam,U,3,3
20,43,Child,1,1,9,Male,Black or African American,No,,,Fam,U,1,3
20,43,Child,1,1,9,Male,Black or African American,No,,,Fam,U,2,1
20,43,Child,1,1,9,Male,Black or African American,No,,,Fam,U,3,3
29,45,Child,1,1,12,Male,Black or African American,No,,,Fam,U,1,3
29,45,Child,1,1,12,Male,Black or African American,No,,,Fam,U,2,3
29,45,Child,1,1,12,Male,Black or African American,No,,,Fam,U,3,3
49,47,Child,1,2,11,Female,White or Caucasian,Yes,,,Fam,U,1,5
49,47,Child,1,2,11,Female,White or Caucasian,Yes,,,Fam,U,2,3
49,47,Child,1,2,11,Female,White or Caucasian,Yes,,,Fam,U,3,5
30,49,Child,1,2,11,Female,White or Caucasian,No,,,Fam,U,1,3
30,49,Child,1,2,11,Female,White or Caucasian,No,,,Fam,U,2,1
30,49,Child,1,2,11,Female,White or Caucasian,No,,,Fam,U,3,3
30,50,Child,1,2,13,Female,White or Caucasian,No,,,Fam,U,1,3
30,50,Child,1,2,13,Female,White or Caucasian,No,,,Fam,U,2,3
30,50,Child,1,2,13,Female,White or Caucasian,No,,,Fam,U,3,1
35,53,Child,1,2,9,Male,White or Caucasian,No,,,Fam,U,1,5
35,53,Child,1,2,9,Male,White or Caucasian,No,,,Fam,U,2,3
35,53,Child,1,2,9,Male,White or Caucasian,No,,,Fam,U,3,5
1,54,Child,1,1,8,Female,White or Caucasian,Yes,,,Fam,U,1,5
1,54,Child,1,1,8,Female,White or Caucasian,Yes,,,Fam,U,2,1
1,54,Child,1,1,8,Female,White or Caucasian,Yes,,,Fam,U,3,5
12,55,Child,1,1,9,Male,White or Caucasian,Yes,,,Fam,U,1,5
12,55,Child,1,1,9,Male,White or Caucasian,Yes,,,Fam,U,2,3
12,55,Child,1,1,9,Male,White or Caucasian,Yes,,,Fam,U,3,5
50,58,Child,1,2,12,Male,White or Caucasian,Yes,,,Fam,U,1,3
50,58,Child,1,2,12,Male,White or Caucasian,Yes,,,Fam,U,2,5
50,58,Child,1,2,12,Male,White or Caucasian,Yes,,,Fam,U,3,3
30,61,Child,1,2,13,Female,White or Caucasian,No,,,Fam,U,1,5
30,61,Child,1,2,13,Female,White or Caucasian,No,,,Fam,U,2,1
30,61,Child,1,2,13,Female,White or Caucasian,No,,,Fam,U,3,5
51,62,Child,1,2,13,Male,Other,Yes,,,Fam,U,1,3
51,62,Child,1,2,13,Male,Other,Yes,,,Fam,U,2,3
51,62,Child,1,2,13,Male,Other,Yes,,,Fam,U,3,3
52,66,Child,1,2,8,Female,White or Caucasian,No,,,Fam,U,1,1
52,66,Child,1,2,8,Female,White or Caucasian,No,,,Fam,U,2,5
52,66,Child,1,2,8,Female,White or Caucasian,No,,,Fam,U,3,1
32,68,Child,1,2,10,Female,Hispanic or Latinx,No,,,Fam,U,1,5
32,68,Child,1,2,10,Female,Hispanic or Latinx,No,,,Fam,U,2,1
32,68,Child,1,2,10,Female,Hispanic or Latinx,No,,,Fam,U,3,3
33,70,Child,4,5,13,Male,White or Caucasian,No,,,Fam,U,1,5
33,70,Child,4,5,13,Male,White or Caucasian,No,,,Fam,U,2,3
33,70,Child,4,5,13,Male,White or Caucasian,No,,,Fam,U,3,3
34,72,Child,2,3,11,Male,White or Caucasian,No,,,Fam,U,1,1
34,72,Child,2,3,11,Male,White or Caucasian,No,,,Fam,U,2,5
34,72,Child,2,3,11,Male,White or Caucasian,No,,,Fam,U,3,3
2,77,Child,1,2,7,Male,White or Caucasian,No,,,Fam,U,1,1
2,77,Child,1,2,7,Male,White or Caucasian,No,,,Fam,U,2,5
2,77,Child,1,2,7,Male,White or Caucasian,No,,,Fam,U,3,1
37,81,Child,1,1,12,Male,White or Caucasian,Yes,,,Fam,U,1,5
37,81,Child,1,1,12,Male,White or Caucasian,Yes,,,Fam,U,2,1
37,81,Child,1,1,12,Male,White or Caucasian,Yes,,,Fam,U,3,3
14,82,Child,1,2,8,Female,White or Caucasian,No,,,Fam,U,1,3
14,82,Child,1,2,8,Female,White or Caucasian,No,,,Fam,U,2,3
14,82,Child,1,2,8,Female,White or Caucasian,No,,,Fam,U,3,5
3,84,Child,6,6,10,Male,White or Caucasian,Yes,,,Fam,U,1,5
3,84,Child,6,6,10,Male,White or Caucasian,Yes,,,Fam,U,2,3
3,84,Child,6,6,10,Male,White or Caucasian,Yes,,,Fam,U,3,3
7,87,Child,1,2,9,Female,White or Caucasian,No,,,Fam,U,1,1
7,87,Child,1,2,9,Female,White or Caucasian,No,,,Fam,U,2,5
7,87,Child,1,2,9,Female,White or Caucasian,No,,,Fam,U,3,3
15,89,Child,1,1,11,Male,White or Caucasian,Yes,,,Fam,U,1,3
15,89,Child,1,1,11,Male,White or Caucasian,Yes,,,Fam,U,2,3
15,89,Child,1,1,11,Male,White or Caucasian,Yes,,,Fam,U,3,5
4,90,Child,1,2,11,Male,White or Caucasian,No,,,Fam,U,1,3
4,90,Child,1,2,11,Male,White or Caucasian,No,,,Fam,U,2,3
4,90,Child,1,2,11,Male,White or Caucasian,No,,,Fam,U,3,3
38,93,Child,1,1,9,Male,Other,No,,,Fam,U,1,3
38,93,Child,1,1,9,Male,Other,No,,,Fam,U,2,1
38,93,Child,1,1,9,Male,Other,No,,,Fam,U,3,3
16,95,Child,6,6,7,Male,White or Caucasian,No,,,Fam,U,1,1
16,95,Child,6,6,7,Male,White or Caucasian,No,,,Fam,U,2,1
16,95,Child,6,6,7,Male,White or Caucasian,No,,,Fam,U,3,3
16,96,Child,6,6,11,Male,White or Caucasian,Yes,,,Fam,U,1,3
16,96,Child,6,6,11,Male,White or Caucasian,Yes,,,Fam,U,2,3
16,96,Child,6,6,11,Male,White or Caucasian,Yes,,,Fam,U,3,3
17,100,Child,3,4,12,Male,White or Caucasian,No,,,Fam,U,1,3
17,100,Child,3,4,12,Male,White or Caucasian,No,,,Fam,U,2,1
17,100,Child,3,4,12,Male,White or Caucasian,No,,,Fam,U,3,3
5,101,Child,8,6,9,Male,White or Caucasian,Yes,,,Fam,U,1,5
5,101,Child,8,6,9,Male,White or Caucasian,Yes,,,Fam,U,2,3
5,101,Child,8,6,9,Male,White or Caucasian,Yes,,,Fam,U,3,5
40,104,Child,1,1,13,Male,White or Caucasian,Yes,,,Fam,U,1,5
40,104,Child,1,1,13,Male,White or Caucasian,Yes,,,Fam,U,2,1
40,104,Child,1,1,13,Male,White or Caucasian,Yes,,,Fam,U,3,5
18,108,Child,1,2,12,Male,Black or African American,Yes,,,Fam,U,1,3
18,108,Child,1,2,12,Male,Black or African American,Yes,,,Fam,U,2,3
18,108,Child,1,2,12,Male,Black or African American,Yes,,,Fam,U,3,3
18,109,Child,1,2,13,Male,Black or African American,Yes,,,Fam,U,1,3
18,109,Child,1,2,13,Male,Black or African American,Yes,,,Fam,U,2,3
18,109,Child,1,2,13,Male,Black or African American,Yes,,,Fam,U,3,5
19,114,Child,1,1,12,Female,White or Caucasian,Yes,,,Fam,U,1,1
19,114,Child,1,1,12,Female,White or Caucasian,Yes,,,Fam,U,2,1
19,114,Child,1,1,12,Female,White or Caucasian,Yes,,,Fam,U,3,3
7,116,Child,1,2,12,Male,White or Caucasian,Yes,,,Fam,U,1,3
7,116,Child,1,2,12,Male,White or Caucasian,Yes,,,Fam,U,2,1
7,116,Child,1,2,12,Male,White or Caucasian,Yes,,,Fam,U,3,5
41,118,Child,1,1,7,Male,White or Caucasian,Yes,,,Fam,U,1,5
41,118,Child,1,1,7,Male,White or Caucasian,Yes,,,Fam,U,2,1
41,118,Child,1,1,7,Male,White or Caucasian,Yes,,,Fam,U,3,3
8,120,Child,1,1,10,Male,Asian,Yes,,,Fam,U,1,3
8,120,Child,1,1,10,Male,Asian,Yes,,,Fam,U,2,1
8,120,Child,1,1,10,Male,Asian,Yes,,,Fam,U,3,5
20,122,Child,1,1,11,Female,Black or African American,No,,,Fam,U,1,5
20,122,Child,1,1,11,Female,Black or African American,No,,,Fam,U,2,3
20,122,Child,1,1,11,Female,Black or African American,No,,,Fam,U,3,5
43,8,Child,1,1,8,Female,Other,Yes,,,Hea,D,1,5
43,8,Child,1,1,8,Female,Other,Yes,,,Hea,D,2,1
43,8,Child,1,1,8,Female,Other,Yes,,,Hea,D,3,5
22,10,Child,1,2,11,Female,Other,No,,,Hea,D,1,3
22,10,Child,1,2,11,Female,Other,No,,,Hea,D,2,5
22,10,Child,1,2,11,Female,Other,No,,,Hea,D,3,3
11,16,Child,1,1,9,Female,White or Caucasian,Yes,,,Hea,D,1,3
11,16,Child,1,1,9,Female,White or Caucasian,Yes,,,Hea,D,2,5
11,16,Child,1,1,9,Female,White or Caucasian,Yes,,,Hea,D,3,1
23,18,Child,1,1,12,Female,White or Caucasian,Yes,,,Hea,D,1,3
23,18,Child,1,1,12,Female,White or Caucasian,Yes,,,Hea,D,2,5
23,18,Child,1,1,12,Female,White or Caucasian,Yes,,,Hea,D,3,3
44,21,Child,1,2,12,Female,White or Caucasian,No,,,Hea,D,1,1
44,21,Child,1,2,12,Female,White or Caucasian,No,,,Hea,D,2,3
44,21,Child,1,2,12,Female,White or Caucasian,No,,,Hea,D,3,3
35,53,Child,1,2,9,Male,White or Caucasian,No,,,Hea,D,1,5
35,53,Child,1,2,9,Male,White or Caucasian,No,,,Hea,D,2,3
35,53,Child,1,2,9,Male,White or Caucasian,No,,,Hea,D,3,5
30,61,Child,1,2,13,Female,White or Caucasian,No,,,Hea,D,1,1
30,61,Child,1,2,13,Female,White or Caucasian,No,,,Hea,D,2,5
30,61,Child,1,2,13,Female,White or Caucasian,No,,,Hea,D,3,1
31,64,Child,1,1,9,Female,Hispanic or Latinx,No,,,Hea,D,1,3
31,64,Child,1,1,9,Female,Hispanic or Latinx,No,,,Hea,D,2,3
31,64,Child,1,1,9,Female,Hispanic or Latinx,No,,,Hea,D,3,5
32,68,Child,1,2,10,Female,Hispanic or Latinx,No,,,Hea,D,1,3
32,68,Child,1,2,10,Female,Hispanic or Latinx,No,,,Hea,D,2,3
32,68,Child,1,2,10,Female,Hispanic or Latinx,No,,,Hea,D,3,5
36,74,Child,2,3,9,Female,White or Caucasian,No,,,Hea,D,1,5
36,74,Child,2,3,9,Female,White or Caucasian,No,,,Hea,D,2,3
36,74,Child,2,3,9,Female,White or Caucasian,No,,,Hea,D,3,3
36,76,Child,2,3,12,Female,White or Caucasian,No,,,Hea,D,1,3
36,76,Child,2,3,12,Female,White or Caucasian,No,,,Hea,D,2,5
36,76,Child,2,3,12,Female,White or Caucasian,No,,,Hea,D,3,1
13,79,Child,1,2,12,Female,White or Caucasian,Yes,,,Hea,D,1,5
13,79,Child,1,2,12,Female,White or Caucasian,Yes,,,Hea,D,2,5
13,79,Child,1,2,12,Female,White or Caucasian,Yes,,,Hea,D,3,3
14,82,Child,1,2,8,Female,White or Caucasian,No,,,Hea,D,1,5
14,82,Child,1,2,8,Female,White or Caucasian,No,,,Hea,D,2,3
14,82,Child,1,2,8,Female,White or Caucasian,No,,,Hea,D,3,3
3,83,Child,6,6,12,Male,White or Caucasian,Yes,,,Hea,D,1,1
3,83,Child,6,6,12,Male,White or Caucasian,Yes,,,Hea,D,2,5
3,83,Child,6,6,12,Male,White or Caucasian,Yes,,,Hea,D,3,3
15,89,Child,1,1,11,Male,White or Caucasian,Yes,,,Hea,D,1,5
15,89,Child,1,1,11,Male,White or Caucasian,Yes,,,Hea,D,2,3
15,89,Child,1,1,11,Male,White or Caucasian,Yes,,,Hea,D,3,3
39,98,Child,1,2,8,Female,White or Caucasian,No,,,Hea,D,1,5
39,98,Child,1,2,8,Female,White or Caucasian,No,,,Hea,D,2,3
39,98,Child,1,2,8,Female,White or Caucasian,No,,,Hea,D,3,5
6,106,Child,1,1,12,Male,Other,Yes,,,Hea,D,1,3
6,106,Child,1,1,12,Male,Other,Yes,,,Hea,D,2,3
6,106,Child,1,1,12,Male,Other,Yes,,,Hea,D,3,5
6,107,Child,1,1,13,Male,Other,Yes,,,Hea,D,1,3
6,107,Child,1,1,13,Male,Other,Yes,,,Hea,D,2,5
6,107,Child,1,1,13,Male,Other,Yes,,,Hea,D,3,3
10,113,Child,1,1,11,Female,White or Caucasian,No,,,Hea,D,1,5
10,113,Child,1,1,11,Female,White or Caucasian,No,,,Hea,D,2,3
